"","Country","Code","SDG","Year","Value","Value_norm_percent"
"20","Albania","ALB","14_1_1_2","2001",6.61,92.5124113073244
"21100","Albania","ALB","14_1_1_2","2002",10.14,88.5113231927096
"2242","Albania","ALB","14_1_1_2","2003",0.4,99.55115272142
"2310","Albania","ALB","14_1_1_2","2004",19.18,78.2649105705801
"249","Albania","ALB","14_1_1_2","2005",6.75,92.3537279260082
"25","Albania","ALB","14_1_1_2","2006",4.5,94.9039965543037
"26","Albania","ALB","14_1_1_2","2007",7.14,91.9116813637703
"27","Albania","ALB","14_1_1_2","2008",14.68,83.3654478271711
"28","Albania","ALB","14_1_1_2","2009",6.19,92.9884614512729
"2949","Albania","ALB","14_1_1_2","2010",21.08,76.111350395575
"3089","Albania","ALB","14_1_1_2","2011",14.02,84.1135266248045
"31100","Albania","ALB","14_1_1_2","2012",6.35,92.807109015483
"32100","Albania","ALB","14_1_1_2","2013",3.97,95.5047264978578
"3316","Albania","ALB","14_1_1_2","2014",2.65,97.0008840931245
"3410","Albania","ALB","14_1_1_2","2015",4.32,95.1080180445674
"3510","Albania","ALB","14_1_1_2","2016",1.59,98.2023439802326
"36100","Albania","ALB","14_1_1_2","2018",4.5,94.9039965543037
"37100","Algeria","DZA","14_1_1_2","2000",1.09,98.769070342076
"38100","Algeria","DZA","14_1_1_2","2001",3.1,96.4908303674654
"39100","Algeria","DZA","14_1_1_2","2002",8.05,90.8802393852152
"4047","Algeria","DZA","14_1_1_2","2003",0.44,99.5058146124725
"4127","Algeria","DZA","14_1_1_2","2004",2.66,96.9895495658876
"4210","Algeria","DZA","14_1_1_2","2005",5.58,93.6798676127219
"4310","Algeria","DZA","14_1_1_2","2006",5.11,94.2125903928547
"4410","Algeria","DZA","14_1_1_2","2007",6.12,93.067803141931
"4510","Algeria","DZA","14_1_1_2","2008",0.62,99.3017931222089
"4610","Algeria","DZA","14_1_1_2","2009",5.54,93.7252057216693
"4710","Algeria","DZA","14_1_1_2","2010",3.6,95.9241040056219
"4810","Algeria","DZA","14_1_1_2","2011",0.23,99.7438396844468
"4910","Algeria","DZA","14_1_1_2","2012",1.51,98.2930201981275
"5010","Algeria","DZA","14_1_1_2","2013",21.84,75.249926325573
"5110","Algeria","DZA","14_1_1_2","2014",24.48,72.2576111350396
"5210","Algeria","DZA","14_1_1_2","2015",3.9,95.5840681885159
"5310","Algeria","DZA","14_1_1_2","2016",1.32,98.508376215628
"5410","Algeria","DZA","14_1_1_2","2017",0.97,98.9050846689185
"5510","Algeria","DZA","14_1_1_2","2018",5,94.3372701924603
"5610","Algeria","DZA","14_1_1_2","2019",1.42,98.3950309432594
"5710","American Samoa","ASM","14_1_1_2","2000",0.32,99.6418289393149
"5810","American Samoa","ASM","14_1_1_2","2001",0.88,99.0070954140503
"592","American Samoa","ASM","14_1_1_2","2002",2.5,97.1709020016775
"601","American Samoa","ASM","14_1_1_2","2003",7.69,91.2882823657425
"611","American Samoa","ASM","14_1_1_2","2004",3.44,96.1054564414118
"6210","American Samoa","ASM","14_1_1_2","2005",0.58,99.3471312311564
"632","American Samoa","ASM","14_1_1_2","2006",0.66,99.2564550132614
"641","American Samoa","ASM","14_1_1_2","2007",2.41,97.2729127468093
"651","American Samoa","ASM","14_1_1_2","2008",3,96.6041756398341
"6610","American Samoa","ASM","14_1_1_2","2009",1.86,97.8963117448371
"6710","American Samoa","ASM","14_1_1_2","2010",0.69,99.2224514315508
"6810","American Samoa","ASM","14_1_1_2","2011",5.75,93.4871806496951
"6910","American Samoa","ASM","14_1_1_2","2012",0.7,99.2111169043139
"7010","American Samoa","ASM","14_1_1_2","2013",0.06,99.9365266474735
"7110","American Samoa","ASM","14_1_1_2","2014",1.65,98.1343368168114
"7210","American Samoa","ASM","14_1_1_2","2015",3.11,96.4794958402285
"7310","American Samoa","ASM","14_1_1_2","2016",2.17,97.5449414004942
"7410","American Samoa","ASM","14_1_1_2","2017",1.1,98.7577358148392
"7510","American Samoa","ASM","14_1_1_2","2018",3.4,96.1507945503593
"7610","American Samoa","ASM","14_1_1_2","2019",5.6,93.6571985582481
"9710","Angola","AGO","14_1_1_2","2000",3.4,96.1507945503593
"9810","Angola","AGO","14_1_1_2","2001",8.63,90.2228368054768
"9910","Angola","AGO","14_1_1_2","2002",12.51,85.8250402375717
"10010","Angola","AGO","14_1_1_2","2003",8.58,90.2795094416612
"10110","Angola","AGO","14_1_1_2","2004",14.58,83.4787930995398
"1021","Angola","AGO","14_1_1_2","2005",11.08,87.445877632444
"1031","Angola","AGO","14_1_1_2","2006",7.67,91.3109514202163
"1041","Angola","AGO","14_1_1_2","2007",6.13,93.0564686146941
"1051","Angola","AGO","14_1_1_2","2008",6.5,92.6370911069299
"1061","Angola","AGO","14_1_1_2","2009",5.88,93.3398317956158
"1071","Angola","AGO","14_1_1_2","2010",5.68,93.5665223403532
"1081","Angola","AGO","14_1_1_2","2011",8.75,90.0868224786344
"10910","Angola","AGO","14_1_1_2","2012",3.28,96.2868088772017
"11010","Angola","AGO","14_1_1_2","2013",3.26,96.3094779316755
"11110","Angola","AGO","14_1_1_2","2014",4.08,95.3800466982522
"11210","Angola","AGO","14_1_1_2","2015",6.11,93.0791376691678
"11310","Angola","AGO","14_1_1_2","2016",4.68,94.6999750640401
"11410","Angola","AGO","14_1_1_2","2017",2.73,96.9102078752295
"11510","Angola","AGO","14_1_1_2","2018",3.61,95.9127694783851
"11610","Angola","AGO","14_1_1_2","2019",1.66,98.1230022895745
"11710","Anguilla","AIA","14_1_1_2","2000",2.13,97.5902795094417
"11810","Anguilla","AIA","14_1_1_2","2001",1.79,97.9756534354952
"11910","Anguilla","AIA","14_1_1_2","2002",2.93,96.6835173304921
"1206","Anguilla","AIA","14_1_1_2","2003",1.42,98.3950309432594
"1211","Anguilla","AIA","14_1_1_2","2004",6.65,92.4670731983769
"1221","Anguilla","AIA","14_1_1_2","2005",0.42,99.5284836669463
"1231","Anguilla","AIA","14_1_1_2","2006",0.04,99.9591957019473
"1241","Anguilla","AIA","14_1_1_2","2007",10.35,88.2732981207354
"12510","Anguilla","AIA","14_1_1_2","2008",0.03,99.9705302291841
"12610","Anguilla","AIA","14_1_1_2","2009",18.59,78.9336476775554
"12710","Anguilla","AIA","14_1_1_2","2010",8.25,90.6535488404779
"12810","Anguilla","AIA","14_1_1_2","2011",0.02,99.981864756421
"12910","Anguilla","AIA","14_1_1_2","2012",0.02,99.981864756421
"13010","Anguilla","AIA","14_1_1_2","2013",1.36,98.4630381066806
"13110","Anguilla","AIA","14_1_1_2","2014",0.02,99.981864756421
"13210","Anguilla","AIA","14_1_1_2","2015",1.53,98.2703511436538
"133","Anguilla","AIA","14_1_1_2","2016",0.34,99.6191598848412
"134","Anguilla","AIA","14_1_1_2","2017",0.98,98.8937501416816
"135","Anguilla","AIA","14_1_1_2","2018",0.64,99.2791240677351
"136","Anguilla","AIA","14_1_1_2","2019",0.33,99.6304944120781
"137","Antigua and Barbuda","ATG","14_1_1_2","2000",1.21,98.6330560152336
"138","Antigua and Barbuda","ATG","14_1_1_2","2001",2.8,96.8308661845714
"139","Antigua and Barbuda","ATG","14_1_1_2","2002",2.98,96.6268446943078
"140","Antigua and Barbuda","ATG","14_1_1_2","2003",16,81.8692902319044
"141","Antigua and Barbuda","ATG","14_1_1_2","2004",8.12,90.8008976945572
"142","Antigua and Barbuda","ATG","14_1_1_2","2005",0.03,99.9705302291841
"143","Antigua and Barbuda","ATG","14_1_1_2","2006",0.02,99.981864756421
"144","Antigua and Barbuda","ATG","14_1_1_2","2007",16.95,80.7925101444019
"145","Antigua and Barbuda","ATG","14_1_1_2","2008",0.03,99.9705302291841
"146","Antigua and Barbuda","ATG","14_1_1_2","2009",12.87,85.4169972570444
"147","Antigua and Barbuda","ATG","14_1_1_2","2010",9.71,88.998707863895
"148","Antigua and Barbuda","ATG","14_1_1_2","2012",0.03,99.9705302291841
"14910","Antigua and Barbuda","ATG","14_1_1_2","2013",1.81,97.9529843810215
"15010","Antigua and Barbuda","ATG","14_1_1_2","2014",1.26,98.5763833790493
"15110","Antigua and Barbuda","ATG","14_1_1_2","2015",1.88,97.8736426903634
"15210","Antigua and Barbuda","ATG","14_1_1_2","2016",0.91,98.9730918323397
"15310","Antigua and Barbuda","ATG","14_1_1_2","2017",1.33,98.4970416883912
"15410","Antigua and Barbuda","ATG","14_1_1_2","2018",0.04,99.9591957019473
"15510","Antigua and Barbuda","ATG","14_1_1_2","2019",1.89,97.8623081631265
"15610","Argentina","ARG","14_1_1_2","2000",3.04,96.5588375308866
"157","Argentina","ARG","14_1_1_2","2001",6.14,93.0451340874572
"158","Argentina","ARG","14_1_1_2","2002",8.4,90.4835309319248
"159","Argentina","ARG","14_1_1_2","2003",14.8,83.2294335003287
"160","Argentina","ARG","14_1_1_2","2004",7.16,91.8890123092966
"161","Argentina","ARG","14_1_1_2","2005",5.5,93.7705438306168
"162","Argentina","ARG","14_1_1_2","2006",4.43,94.9833382449618
"163","Argentina","ARG","14_1_1_2","2007",5.51,93.7592093033799
"164","Argentina","ARG","14_1_1_2","2008",7.87,91.0842608754789
"165","Argentina","ARG","14_1_1_2","2009",6.32,92.8411125971936
"166","Argentina","ARG","14_1_1_2","2010",8.18,90.732890531136
"167","Argentina","ARG","14_1_1_2","2011",9.02,89.780790243239
"16810","Argentina","ARG","14_1_1_2","2012",10.23,88.4093124475778
"16910","Argentina","ARG","14_1_1_2","2013",6,93.2038174687734
"17010","Argentina","ARG","14_1_1_2","2014",9.03,89.7694557160021
"17110","Argentina","ARG","14_1_1_2","2015",4.73,94.6433024278557
"17210","Argentina","ARG","14_1_1_2","2016",10.7,87.876589667445
"17310","Argentina","ARG","14_1_1_2","2017",9.36,89.3954163171854
"17410","Argentina","ARG","14_1_1_2","2018",4.56,94.8359893908825
"17510","Argentina","ARG","14_1_1_2","2019",6.16,93.0224650329835
"17610","Aruba","ABW","14_1_1_2","2000",3.36,96.1961326593068
"17710","Aruba","ABW","14_1_1_2","2001",0.76,99.1431097408927
"17810","Aruba","ABW","14_1_1_2","2002",0.97,98.9050846689185
"17910","Aruba","ABW","14_1_1_2","2003",16.13,81.7219413778251
"18010","Aruba","ABW","14_1_1_2","2004",1.08,98.7804048693129
"18110","Aruba","ABW","14_1_1_2","2005",1.26,98.5763833790493
"18210","Aruba","ABW","14_1_1_2","2006",3.59,95.9354385328588
"18310","Aruba","ABW","14_1_1_2","2007",0.19,99.7891777933942
"18410","Aruba","ABW","14_1_1_2","2008",0.32,99.6418289393149
"18510","Aruba","ABW","14_1_1_2","2009",16.58,81.211887652166
"18610","Aruba","ABW","14_1_1_2","2010",4.94,94.4052773558815
"18710","Aruba","ABW","14_1_1_2","2011",0.08,99.9138575929998
"18810","Aruba","ABW","14_1_1_2","2012",1.47,98.338358307075
"18910","Aruba","ABW","14_1_1_2","2013",0.4,99.55115272142
"19010","Aruba","ABW","14_1_1_2","2014",1.6,98.1910094529957
"19110","Aruba","ABW","14_1_1_2","2015",2.23,97.476934237073
"19210","Aruba","ABW","14_1_1_2","2016",2.11,97.6129485639154
"19310","Aruba","ABW","14_1_1_2","2017",4.24,95.1986942624623
"19410","Aruba","ABW","14_1_1_2","2018",1.71,98.0663296533902
"19510","Aruba","ABW","14_1_1_2","2019",1.94,97.8056355269422
"21610","Australia","AUS","14_1_1_2","2000",1.21,98.6330560152336
"21710","Australia","AUS","14_1_1_2","2001",1.72,98.0549951261533
"21810","Australia","AUS","14_1_1_2","2002",1.43,98.3836964160225
"21910","Australia","AUS","14_1_1_2","2003",3.51,96.0261147507537
"22010","Australia","AUS","14_1_1_2","2004",2.66,96.9895495658876
"22110","Australia","AUS","14_1_1_2","2005",1.79,97.9756534354952
"22210","Australia","AUS","14_1_1_2","2006",2.18,97.5336068732573
"22310","Australia","AUS","14_1_1_2","2007",2.12,97.6016140366785
"2243","Australia","AUS","14_1_1_2","2008",1.57,98.2250130347063
"2251","Australia","AUS","14_1_1_2","2009",2.02,97.7149593090472
"2261","Australia","AUS","14_1_1_2","2010",1.59,98.2023439802326
"22710","Australia","AUS","14_1_1_2","2011",1.51,98.2930201981275
"22810","Australia","AUS","14_1_1_2","2012",1.69,98.0889987078639
"22910","Australia","AUS","14_1_1_2","2013",1.78,97.9869879627321
"2302","Australia","AUS","14_1_1_2","2014",1.85,97.907646272074
"2311","Australia","AUS","14_1_1_2","2015",1.78,97.9869879627321
"2321","Australia","AUS","14_1_1_2","2016",1.26,98.5763833790493
"23310","Australia","AUS","14_1_1_2","2017",1.82,97.9416498537846
"23410","Australia","AUS","14_1_1_2","2018",1.09,98.769070342076
"23510","Australia","AUS","14_1_1_2","2019",2.19,97.5222723460204
"25610","Bahamas","BHS","14_1_1_2","2000",0.59,99.3357967039195
"25710","Bahamas","BHS","14_1_1_2","2001",1.49,98.3156892526013
"25810","Bahamas","BHS","14_1_1_2","2002",0.17,99.811846847868
"25910","Bahamas","BHS","14_1_1_2","2003",0.51,99.4264729218144
"26010","Bahamas","BHS","14_1_1_2","2004",0.57,99.3584657583932
"26110","Bahamas","BHS","14_1_1_2","2005",0.32,99.6418289393149
"2621","Bahamas","BHS","14_1_1_2","2006",0.17,99.811846847868
"2631","Bahamas","BHS","14_1_1_2","2007",0.42,99.5284836669463
"2641","Bahamas","BHS","14_1_1_2","2008",0.18,99.8005123206311
"2651","Bahamas","BHS","14_1_1_2","2009",0.27,99.6985015754993
"2661","Bahamas","BHS","14_1_1_2","2010",0.18,99.8005123206311
"2671","Bahamas","BHS","14_1_1_2","2011",0.31,99.6531634665518
"2681","Bahamas","BHS","14_1_1_2","2012",0.59,99.3357967039195
"2691","Bahamas","BHS","14_1_1_2","2013",0.61,99.3131276494457
"27010","Bahamas","BHS","14_1_1_2","2014",0.58,99.3471312311564
"2718","Bahamas","BHS","14_1_1_2","2015",0.86,99.029764468524
"2721","Bahamas","BHS","14_1_1_2","2016",0.41,99.5398181941831
"2731","Bahamas","BHS","14_1_1_2","2017",0.73,99.1771133226033
"2741","Bahamas","BHS","14_1_1_2","2018",0.23,99.7438396844468
"2751","Bahamas","BHS","14_1_1_2","2019",0.71,99.1997823770771
"27610","Bahrain","BHR","14_1_1_2","2000",3.22,96.3548160406229
"27710","Bahrain","BHR","14_1_1_2","2002",6.21,92.9657923967991
"27810","Bahrain","BHR","14_1_1_2","2003",11.49,86.9811620157323
"27910","Bahrain","BHR","14_1_1_2","2004",4.14,95.312039534831
"28010","Bahrain","BHR","14_1_1_2","2005",6.21,92.9657923967991
"28110","Bahrain","BHR","14_1_1_2","2006",2.07,97.6582866728629
"28210","Bahrain","BHR","14_1_1_2","2007",3.1,96.4908303674654
"28310","Bahrain","BHR","14_1_1_2","2008",6.48,92.6597601614037
"28410","Bahrain","BHR","14_1_1_2","2009",10.69,87.8879241946818
"28510","Bahrain","BHR","14_1_1_2","2012",4.14,95.312039534831
"28610","Bahrain","BHR","14_1_1_2","2013",0.69,99.2224514315508
"28710","Bahrain","BHR","14_1_1_2","2014",0.69,99.2224514315508
"28810","Bahrain","BHR","14_1_1_2","2015",0.69,99.2224514315508
"28910","Bahrain","BHR","14_1_1_2","2016",0.69,99.2224514315508
"29010","Bahrain","BHR","14_1_1_2","2017",0.69,99.2224514315508
"29110","Bahrain","BHR","14_1_1_2","2018",0.69,99.2224514315508
"29210","Bahrain","BHR","14_1_1_2","2019",7.13,91.9230158910072
"29310","Bangladesh","BGD","14_1_1_2","2000",6.65,92.4670731983769
"29410","Bangladesh","BGD","14_1_1_2","2001",3.25,96.3208124589123
"2951","Bangladesh","BGD","14_1_1_2","2002",5.14,94.1785868111441
"2961","Bangladesh","BGD","14_1_1_2","2003",7.09,91.9683539999547
"29710","Bangladesh","BGD","14_1_1_2","2004",7.95,90.9935846575839
"29810","Bangladesh","BGD","14_1_1_2","2005",9.73,88.9760388094213
"29910","Bangladesh","BGD","14_1_1_2","2006",3.01,96.5928411125972
"30010","Bangladesh","BGD","14_1_1_2","2007",9.04,89.7581211887652
"30110","Bangladesh","BGD","14_1_1_2","2008",5.26,94.0425724843017
"30210","Bangladesh","BGD","14_1_1_2","2009",2.97,96.6381792215447
"30310","Bangladesh","BGD","14_1_1_2","2010",3.8,95.6974134608845
"30410","Bangladesh","BGD","14_1_1_2","2011",4.82,94.5412916827239
"30510","Bangladesh","BGD","14_1_1_2","2012",6,93.2038174687734
"30610","Bangladesh","BGD","14_1_1_2","2013",3.59,95.9354385328588
"307","Bangladesh","BGD","14_1_1_2","2014",3.53,96.00344569628
"308","Bangladesh","BGD","14_1_1_2","2015",2.07,97.6582866728629
"309","Bangladesh","BGD","14_1_1_2","2016",2.01,97.7262938362841
"310","Bangladesh","BGD","14_1_1_2","2017",1.92,97.8283045814159
"311","Bangladesh","BGD","14_1_1_2","2018",1.82,97.9416498537846
"312","Bangladesh","BGD","14_1_1_2","2019",6.4,92.7504363792986
"313","Barbados","BRB","14_1_1_2","2000",3.15,96.434157731281
"314","Barbados","BRB","14_1_1_2","2001",10.66,87.9219277763925
"315","Barbados","BRB","14_1_1_2","2002",5.42,93.8612200485118
"316","Barbados","BRB","14_1_1_2","2003",22.72,74.2524879287285
"317","Barbados","BRB","14_1_1_2","2004",8.88,89.9394736245551
"318","Barbados","BRB","14_1_1_2","2005",1.05,98.8144084510235
"319","Barbados","BRB","14_1_1_2","2006",7.34,91.6849908190329
"320","Barbados","BRB","14_1_1_2","2007",11.63,86.8224786344162
"321","Barbados","BRB","14_1_1_2","2008",1.59,98.2023439802326
"322","Barbados","BRB","14_1_1_2","2009",10.97,87.5705574320495
"32310","Barbados","BRB","14_1_1_2","2010",23.65,73.1983768956997
"32410","Barbados","BRB","14_1_1_2","2011",2.27,97.4315961281255
"32510","Barbados","BRB","14_1_1_2","2012",2.28,97.4202616008886
"32610","Barbados","BRB","14_1_1_2","2013",5.64,93.6118604493007
"32710","Barbados","BRB","14_1_1_2","2014",5.19,94.1219141749598
"32810","Barbados","BRB","14_1_1_2","2015",7.29,91.7416634552173
"32910","Barbados","BRB","14_1_1_2","2016",14.47,83.6034728991454
"33010","Barbados","BRB","14_1_1_2","2017",3.84,95.6520753519371
"331","Barbados","BRB","14_1_1_2","2018",3.21,96.3661505678598
"332","Barbados","BRB","14_1_1_2","2019",3.01,96.5928411125972
"333","Belgium","BEL","14_1_1_2","2000",0.61,99.3131276494457
"334","Belgium","BEL","14_1_1_2","2001",41.1,53.4196268673634
"33510","Belgium","BEL","14_1_1_2","2002",9.35,89.4067508444223
"33610","Belgium","BEL","14_1_1_2","2003",17.48,80.1917802008478
"33710","Belgium","BEL","14_1_1_2","2004",0.61,99.3131276494457
"33810","Belgium","BEL","14_1_1_2","2005",21.34,75.8166526874164
"3396","Belgium","BEL","14_1_1_2","2006",41.67,52.7735588148618
"3401","Belgium","BEL","14_1_1_2","2007",6.1,93.0904721964047
"3411","Belgium","BEL","14_1_1_2","2008",10.06,88.6019994106046
"34210","Belgium","BEL","14_1_1_2","2009",9.76,88.9420352277106
"3436","Belgium","BEL","14_1_1_2","2010",2.44,97.2389091650987
"3441","Belgium","BEL","14_1_1_2","2011",6.1,93.0904721964047
"3451","Belgium","BEL","14_1_1_2","2012",3.66,95.8560968422007
"3461","Belgium","BEL","14_1_1_2","2013",27.44,68.9025910729264
"3471","Belgium","BEL","14_1_1_2","2014",4.27,95.1646906807517
"3481","Belgium","BEL","14_1_1_2","2015",29.67,66.3749914991046
"3491","Belgium","BEL","14_1_1_2","2016",18.9,78.5822773332124
"3501","Belgium","BEL","14_1_1_2","2017",16.46,81.3479019790085
"3511","Belgium","BEL","14_1_1_2","2018",9.45,89.2934055720536
"352","Belgium","BEL","14_1_1_2","2019",4.27,95.1646906807517
"353","Belize","BLZ","14_1_1_2","2000",2.94,96.6721828032553
"354","Belize","BLZ","14_1_1_2","2001",2.24,97.4655997098361
"3556","Belize","BLZ","14_1_1_2","2002",0.89,98.9957608868134
"3561","Belize","BLZ","14_1_1_2","2003",1.34,98.4857071611543
"3571","Belize","BLZ","14_1_1_2","2004",1.86,97.8963117448371
"35810","Belize","BLZ","14_1_1_2","2005",2.3,97.3975925464149
"35910","Belize","BLZ","14_1_1_2","2006",4.64,94.7453131729876
"36010","Belize","BLZ","14_1_1_2","2007",0.89,98.9957608868134
"36110","Belize","BLZ","14_1_1_2","2008",2.76,96.8762042935189
"36210","Belize","BLZ","14_1_1_2","2009",1.19,98.6557250697073
"36310","Belize","BLZ","14_1_1_2","2010",2.94,96.6721828032553
"36410","Belize","BLZ","14_1_1_2","2011",6.16,93.0224650329835
"36510","Belize","BLZ","14_1_1_2","2012",1.32,98.508376215628
"36610","Belize","BLZ","14_1_1_2","2013",1.56,98.2363475619432
"36710","Belize","BLZ","14_1_1_2","2014",0.96,98.9164191961553
"36810","Belize","BLZ","14_1_1_2","2015",1.24,98.599052433523
"36910","Belize","BLZ","14_1_1_2","2016",0.65,99.2677895404983
"37010","Belize","BLZ","14_1_1_2","2017",0.81,99.0864371047084
"37110","Belize","BLZ","14_1_1_2","2018",1.7,98.077664180627
