Country,CountryCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Sweden,,60.2657,61.27808,61.32403,61.32471,61.32733,61.32733,61.32762,61.32762,61.36054,61.36436,61.50028,61.86549,61.8677,61.8677,61.87249,61.87249,61.87511,61.87511,61.87511
Switzerland,,47.02221,57.29316,57.29316,57.38685,57.38685,57.38686,57.38686,57.67977,57.67977,60.11273,60.11359,60.11359,60.11359,60.11359,60.11359,60.11359,60.11359,60.11359,60.11359
Syrian Arab Republic,,1.68525,1.68525,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425,3.16425
Tajikistan,,27.87931,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,35.15274,35.15274,35.15274,35.15274,35.15274,35.15274
Thailand,,43.36875,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502
Tunisia,,15.64368,15.64368,15.64368,15.64368,15.64368,15.64368,15.64368,22.05254,22.05254,22.05254,22.05426,22.05426,39.29598,43.39619,43.39619,43.39619,43.39619,43.39619,43.39619
Turkey,,3.75067,3.75067,3.75067,3.75067,3.75067,3.77131,3.77131,3.77131,3.77131,4.22044,4.22044,4.22044,4.22044,4.39098,4.39098,4.39098,4.39098,4.39098,4.39098
Turkmenistan,,12.74411,12.74411,12.74411,12.74411,12.74411,12.74411,12.74411,12.74411,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825
Uganda,,43.43032,43.43032,43.68808,43.68808,46.3104,46.3104,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291
Ukraine,,16.91411,16.91411,16.91411,16.91411,16.93589,16.93589,16.93589,16.93589,16.93589,16.93589,16.93589,16.93589,17.42301,17.53602,17.53602,17.53602,17.53602,17.53602,17.53602
United Kingdom of Great Britain and Northern Ireland,,84.37494,84.37592,84.78389,85.05449,85.05449,87.24877,87.24877,87.55686,87.55686,87.55686,87.55704,88.13171,88.13171,88.13171,88.13171,88.13171,88.13171,88.13171,88.13171
United Republic of Tanzania,,33.51703,36.04188,36.64446,36.64446,36.64446,36.64446,40.34287,43.08532,43.08532,43.12759,43.12759,43.12759,43.12759,43.12759,43.12759,43.12759,43.12759,43.12759,43.12759
United States of America,,26.00093,26.51736,26.96378,27.42261,27.8429,28.04852,28.2299,28.9418,30.39853,30.90991,32.82514,33.19046,33.25369,33.27986,33.28291,33.28291,33.28291,33.28291,33.28291
Uruguay,,0,0,0,0,0,0,0,0,1.10672,2.31622,2.31622,2.31622,2.31622,2.31622,2.31622,2.31622,2.31622,2.31622,2.31622
Uzbekistan,,1.81928,2.91207,2.91207,2.91207,2.91207,2.91207,2.91207,2.91207,10.38201,10.38201,10.38201,10.38201,10.38201,10.38201,10.38201,10.38201,10.38201,10.38201,10.38201
Venezuela (Bolivarian Republic of),,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903,85.78903
Viet Nam,,10.83222,10.83222,28.6708,28.6708,28.67549,28.72379,28.72379,28.72379,28.72379,28.72379,28.72379,28.72379,30.06792,30.06792,35.98185,37.67275,37.67275,37.67275,37.67275
Western Asia,,5.63296,6.20093,6.27009,7.52332,7.52398,7.57459,7.57467,7.94452,7.94452,8.26102,8.28838,9.12957,9.12957,9.4119,9.71063,9.71063,9.72825,9.72825,9.72825
World,,30.54177,31.82397,33.07222,33.98946,36.49759,37.68938,38.57662,39.87215,40.51322,41.02769,41.28615,41.65663,42.24761,42.77657,43.04093,43.10735,43.12977,43.22274,43.23141
Yemen,,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231,7.69231
Zambia,,53.2364,53.2364,53.2364,53.2364,53.2364,55.73777,55.73777,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577
Zimbabwe,,60.38022,60.38022,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,79.02739,79.02739,79.02739,79.02739,79.02739,79.02739
