"","GeoAreaCode","Country","SDG","Year","Value"
"4783",710,"South Africa","14.b","2005",NA
"5584",710,"South Africa","14.b","2006",NA
"6385",710,"South Africa","14.b","2007",NA
"7186",710,"South Africa","14.b","2008",NA
"7987",710,"South Africa","14.b","2009",NA
"8788",710,"South Africa","14.b","2010",NA
"9589",710,"South Africa","14.b","2011",NA
"10390",710,"South Africa","14.b","2012",NA
"11191",710,"South Africa","14.b","2013",NA
"11992",710,"South Africa","14.b","2014",NA
"12793",710,"South Africa","14.b","2015",NA
"13594",710,"South Africa","14.b","2016",NA
"14395",710,"South Africa","14.b","2017",NA
"15196",710,"South Africa","14.b","2018",NA
"15997",710,"South Africa","14.b","2019",NA
"138",724,"Spain","14.1","2000",NA
"939",724,"Spain","14.1","2001",NA
"1740",724,"Spain","14.1","2002",NA
"2541",724,"Spain","14.1","2003",NA
"3342",724,"Spain","14.1","2004",NA
"4143",724,"Spain","14.1","2005","2.67"
"4944",724,"Spain","14.1","2006","1.55"
"5745",724,"Spain","14.1","2007","3.33"
"6546",724,"Spain","14.1","2008","2.88"
"7347",724,"Spain","14.1","2009","1.84"
"8148",724,"Spain","14.1","2010","2.08"
"8949",724,"Spain","14.1","2011","1.48"
"9750",724,"Spain","14.1","2012","3.36"
"10551",724,"Spain","14.1","2013","4.11"
"11352",724,"Spain","14.1","2014","3.84"
"12153",724,"Spain","14.1","2015","1.7"
"12954",724,"Spain","14.1","2016","2.86"
"13755",724,"Spain","14.1","2017","3.39"
"14556",724,"Spain","14.1","2018","5.48"
"15357",724,"Spain","14.1","2019","9.03"
"298",724,"Spain","14.5","2000","52.09491"
"1099",724,"Spain","14.5","2001","53.54756"
"1900",724,"Spain","14.5","2002","53.70634"
"2701",724,"Spain","14.5","2003","55.26883"
"3502",724,"Spain","14.5","2004","56.20477"
"4303",724,"Spain","14.5","2005","56.34287"
"5104",724,"Spain","14.5","2006","58.14041"
"5905",724,"Spain","14.5","2007","58.56068"
"6706",724,"Spain","14.5","2008","58.62135"
"7507",724,"Spain","14.5","2009","58.63029"
"8308",724,"Spain","14.5","2010","58.6472"
"9109",724,"Spain","14.5","2011","58.85285"
"9910",724,"Spain","14.5","2012","58.88714"
"10711",724,"Spain","14.5","2013","58.88799"
"11512",724,"Spain","14.5","2014","84.12094"
"12313",724,"Spain","14.5","2015","84.12451"
"13114",724,"Spain","14.5","2016","84.12451"
"13915",724,"Spain","14.5","2017","84.12451"
"14716",724,"Spain","14.5","2018","84.12451"
"15517",724,"Spain","14.5","2019","84.12451"
"458",724,"Spain","14.6","2000",NA
"1259",724,"Spain","14.6","2001",NA
"2060",724,"Spain","14.6","2002",NA
"2861",724,"Spain","14.6","2003",NA
"3662",724,"Spain","14.6","2004",NA
"4463",724,"Spain","14.6","2005",NA
"5264",724,"Spain","14.6","2006",NA
"6065",724,"Spain","14.6","2007",NA
"6866",724,"Spain","14.6","2008",NA
"7667",724,"Spain","14.6","2009",NA
"8468",724,"Spain","14.6","2010",NA
"9269",724,"Spain","14.6","2011",NA
"10070",724,"Spain","14.6","2012",NA
"10871",724,"Spain","14.6","2013",NA
"11672",724,"Spain","14.6","2014",NA
"12473",724,"Spain","14.6","2015",NA
"13274",724,"Spain","14.6","2016",NA
"14075",724,"Spain","14.6","2017",NA
"14876",724,"Spain","14.6","2018","100"
"15677",724,"Spain","14.6","2019","100"
"619",724,"Spain","14.7","2000",""
"1420",724,"Spain","14.7","2001",""
"2221",724,"Spain","14.7","2002",""
"3022",724,"Spain","14.7","2003",""
"3823",724,"Spain","14.7","2004",""
"4624",724,"Spain","14.7","2005",""
"5425",724,"Spain","14.7","2006",""
"6226",724,"Spain","14.7","2007",""
"7027",724,"Spain","14.7","2008",""
"7828",724,"Spain","14.7","2009",""
"8629",724,"Spain","14.7","2010",""
"9430",724,"Spain","14.7","2011","0.06177"
"10231",724,"Spain","14.7","2012",""
"11032",724,"Spain","14.7","2013","0.06288"
"11833",724,"Spain","14.7","2014",""
"12634",724,"Spain","14.7","2015","0.06099"
"13435",724,"Spain","14.7","2016",""
"14236",724,"Spain","14.7","2017","0.06851"
"15037",724,"Spain","14.7","2018",NA
"15838",724,"Spain","14.7","2019",NA
"779",724,"Spain","14.b","2000",NA
"1580",724,"Spain","14.b","2001",NA
"2381",724,"Spain","14.b","2002",NA
"3182",724,"Spain","14.b","2003",NA
"3983",724,"Spain","14.b","2004",NA
"4784",724,"Spain","14.b","2005",NA
"5585",724,"Spain","14.b","2006",NA
"6386",724,"Spain","14.b","2007",NA
"7187",724,"Spain","14.b","2008",NA
"7988",724,"Spain","14.b","2009",NA
"8789",724,"Spain","14.b","2010",NA
"9590",724,"Spain","14.b","2011",NA
"10391",724,"Spain","14.b","2012",NA
"11192",724,"Spain","14.b","2013",NA
"11993",724,"Spain","14.b","2014",NA
"12794",724,"Spain","14.b","2015",NA
"13595",724,"Spain","14.b","2016",NA
"14396",724,"Spain","14.b","2017",NA
"15197",724,"Spain","14.b","2018","80"
"15998",724,"Spain","14.b","2019","80"
"139",144,"Sri Lanka","14.1","2000",NA
"940",144,"Sri Lanka","14.1","2001",NA
"1741",144,"Sri Lanka","14.1","2002",NA
"2542",144,"Sri Lanka","14.1","2003",NA
"3343",144,"Sri Lanka","14.1","2004",NA
"4144",144,"Sri Lanka","14.1","2005","2.51"
"4945",144,"Sri Lanka","14.1","2006","11.13"
"5746",144,"Sri Lanka","14.1","2007","5.3"
"6547",144,"Sri Lanka","14.1","2008","7.61"
"7348",144,"Sri Lanka","14.1","2009","5.41"
"8149",144,"Sri Lanka","14.1","2010","2.6"
"8950",144,"Sri Lanka","14.1","2011","5.64"
"9751",144,"Sri Lanka","14.1","2012","9.39"
"10552",144,"Sri Lanka","14.1","2013","2.79"
"11353",144,"Sri Lanka","14.1","2014","8.33"
"12154",144,"Sri Lanka","14.1","2015","14.1"
"12955",144,"Sri Lanka","14.1","2016","5.56"
"13756",144,"Sri Lanka","14.1","2017","3.91"
"14557",144,"Sri Lanka","14.1","2018","5.9"
"15358",144,"Sri Lanka","14.1","2019","14.03"
"299",144,"Sri Lanka","14.5","2000","46.34869"
"1100",144,"Sri Lanka","14.5","2001","46.34869"
"1901",144,"Sri Lanka","14.5","2002","46.34869"
"2702",144,"Sri Lanka","14.5","2003","46.34869"
"3503",144,"Sri Lanka","14.5","2004","46.34869"
"4304",144,"Sri Lanka","14.5","2005","46.34869"
"5105",144,"Sri Lanka","14.5","2006","46.34869"
"5906",144,"Sri Lanka","14.5","2007","46.34869"
"6707",144,"Sri Lanka","14.5","2008","46.34869"
"7508",144,"Sri Lanka","14.5","2009","46.34869"
"8309",144,"Sri Lanka","14.5","2010","46.34869"
"9110",144,"Sri Lanka","14.5","2011","46.34869"
"9911",144,"Sri Lanka","14.5","2012","47.5772"
"10712",144,"Sri Lanka","14.5","2013","49.97138"
"11513",144,"Sri Lanka","14.5","2014","49.97138"
"12314",144,"Sri Lanka","14.5","2015","49.97138"
"13115",144,"Sri Lanka","14.5","2016","49.97138"
"13916",144,"Sri Lanka","14.5","2017","49.97138"
"14717",144,"Sri Lanka","14.5","2018","49.97138"
"15518",144,"Sri Lanka","14.5","2019","49.97138"
"459",144,"Sri Lanka","14.6","2000",NA
"1260",144,"Sri Lanka","14.6","2001",NA
"2061",144,"Sri Lanka","14.6","2002",NA
"2862",144,"Sri Lanka","14.6","2003",NA
"3663",144,"Sri Lanka","14.6","2004",NA
"4464",144,"Sri Lanka","14.6","2005",NA
"5265",144,"Sri Lanka","14.6","2006",NA
"6066",144,"Sri Lanka","14.6","2007",NA
"6867",144,"Sri Lanka","14.6","2008",NA
"7668",144,"Sri Lanka","14.6","2009",NA
"8469",144,"Sri Lanka","14.6","2010",NA
"9270",144,"Sri Lanka","14.6","2011",NA
"10071",144,"Sri Lanka","14.6","2012",NA
"10872",144,"Sri Lanka","14.6","2013",NA
"11673",144,"Sri Lanka","14.6","2014",NA
"12474",144,"Sri Lanka","14.6","2015",NA
"13275",144,"Sri Lanka","14.6","2016",NA
"14076",144,"Sri Lanka","14.6","2017",NA
"14877",144,"Sri Lanka","14.6","2018","100"
"15678",144,"Sri Lanka","14.6","2019","100"
"620",144,"Sri Lanka","14.7","2000",""
"1421",144,"Sri Lanka","14.7","2001",""
"2222",144,"Sri Lanka","14.7","2002",""
"3023",144,"Sri Lanka","14.7","2003",""
"3824",144,"Sri Lanka","14.7","2004",""
"4625",144,"Sri Lanka","14.7","2005",""
"5426",144,"Sri Lanka","14.7","2006",""
"6227",144,"Sri Lanka","14.7","2007",""
"7028",144,"Sri Lanka","14.7","2008",""
"7829",144,"Sri Lanka","14.7","2009",""
"8630",144,"Sri Lanka","14.7","2010",""
"9431",144,"Sri Lanka","14.7","2011","1.13022"
"10232",144,"Sri Lanka","14.7","2012",""
"11033",144,"Sri Lanka","14.7","2013","1.087"
"11834",144,"Sri Lanka","14.7","2014",""
"12635",144,"Sri Lanka","14.7","2015","0.87939"
"13436",144,"Sri Lanka","14.7","2016",""
"14237",144,"Sri Lanka","14.7","2017","0.72167"
"15038",144,"Sri Lanka","14.7","2018",NA
"15839",144,"Sri Lanka","14.7","2019",NA
"780",144,"Sri Lanka","14.b","2000",NA
"1581",144,"Sri Lanka","14.b","2001",NA
"2382",144,"Sri Lanka","14.b","2002",NA
"3183",144,"Sri Lanka","14.b","2003",NA
"3984",144,"Sri Lanka","14.b","2004",NA
"4785",144,"Sri Lanka","14.b","2005",NA
"5586",144,"Sri Lanka","14.b","2006",NA
"6387",144,"Sri Lanka","14.b","2007",NA
"7188",144,"Sri Lanka","14.b","2008",NA
"7989",144,"Sri Lanka","14.b","2009",NA
"8790",144,"Sri Lanka","14.b","2010",NA
"9591",144,"Sri Lanka","14.b","2011",NA
"10392",144,"Sri Lanka","14.b","2012",NA
"11193",144,"Sri Lanka","14.b","2013",NA
"11994",144,"Sri Lanka","14.b","2014",NA
"12795",144,"Sri Lanka","14.b","2015",NA
"13596",144,"Sri Lanka","14.b","2016",NA
"14397",144,"Sri Lanka","14.b","2017",NA
"15198",144,"Sri Lanka","14.b","2018","80"
"15999",144,"Sri Lanka","14.b","2019","80"
"140",729,"Sudan","14.1","2000",NA
"941",729,"Sudan","14.1","2001",NA
"1742",729,"Sudan","14.1","2002",NA
"2543",729,"Sudan","14.1","2003",NA
"3344",729,"Sudan","14.1","2004",NA
"4145",729,"Sudan","14.1","2005","8.69"
"4946",729,"Sudan","14.1","2006","7.86"
"5747",729,"Sudan","14.1","2007","5.89"
"6548",729,"Sudan","14.1","2008","10.07"
"7349",729,"Sudan","14.1","2009","5.26"
"8150",729,"Sudan","14.1","2010","9.41"
"8951",729,"Sudan","14.1","2011","8.48"
"9752",729,"Sudan","14.1","2012","5.59"
"10553",729,"Sudan","14.1","2013","9.38"
"11354",729,"Sudan","14.1","2014","16.1"
"12155",729,"Sudan","14.1","2015","9.72"
"12956",729,"Sudan","14.1","2016","11.02"
"13757",729,"Sudan","14.1","2017","13.85"
"14558",729,"Sudan","14.1","2018","10.2"
"15359",729,"Sudan","14.1","2019","11.71"
"300",729,"Sudan","14.5","2000","0"
"1101",729,"Sudan","14.5","2001","0"
"1902",729,"Sudan","14.5","2002","0"
"2703",729,"Sudan","14.5","2003","0"
"3504",729,"Sudan","14.5","2004","0"
"4305",729,"Sudan","14.5","2005","0"
"5106",729,"Sudan","14.5","2006","0"
"5907",729,"Sudan","14.5","2007","0"
"6708",729,"Sudan","14.5","2008","0"
"7509",729,"Sudan","14.5","2009","0"
"8310",729,"Sudan","14.5","2010","0"
"9111",729,"Sudan","14.5","2011","0"
"9912",729,"Sudan","14.5","2012","0"
"10713",729,"Sudan","14.5","2013","0"
"11514",729,"Sudan","14.5","2014","0"
"12315",729,"Sudan","14.5","2015","0"
"13116",729,"Sudan","14.5","2016","47.97119"
"13917",729,"Sudan","14.5","2017","47.97119"
"14718",729,"Sudan","14.5","2018","47.97119"
"15519",729,"Sudan","14.5","2019","47.97119"
"460",729,"Sudan","14.6","2000",NA
"1261",729,"Sudan","14.6","2001",NA
"2062",729,"Sudan","14.6","2002",NA
"2863",729,"Sudan","14.6","2003",NA
"3664",729,"Sudan","14.6","2004",NA
"4465",729,"Sudan","14.6","2005",NA
"5266",729,"Sudan","14.6","2006",NA
"6067",729,"Sudan","14.6","2007",NA
"6868",729,"Sudan","14.6","2008",NA
"7669",729,"Sudan","14.6","2009",NA
"8470",729,"Sudan","14.6","2010",NA
"9271",729,"Sudan","14.6","2011",NA
"10072",729,"Sudan","14.6","2012",NA
"10873",729,"Sudan","14.6","2013",NA
"11674",729,"Sudan","14.6","2014",NA
"12475",729,"Sudan","14.6","2015",NA
"13276",729,"Sudan","14.6","2016",NA
"14077",729,"Sudan","14.6","2017",NA
"14878",729,"Sudan","14.6","2018","40"
"15679",729,"Sudan","14.6","2019","40"
"621",729,"Sudan","14.7","2000","NaN"
"1422",729,"Sudan","14.7","2001","NaN"
"2223",729,"Sudan","14.7","2002","NaN"
"3024",729,"Sudan","14.7","2003","NaN"
"3825",729,"Sudan","14.7","2004","NaN"
"4626",729,"Sudan","14.7","2005","NaN"
"5427",729,"Sudan","14.7","2006","NaN"
"6228",729,"Sudan","14.7","2007","NaN"
"7029",729,"Sudan","14.7","2008","NaN"
"7830",729,"Sudan","14.7","2009","NaN"
"8631",729,"Sudan","14.7","2010","NaN"
"9432",729,"Sudan","14.7","2011","NaN"
"10233",729,"Sudan","14.7","2012","NaN"
"11034",729,"Sudan","14.7","2013","NaN"
"11835",729,"Sudan","14.7","2014","NaN"
"12636",729,"Sudan","14.7","2015","NaN"
"13437",729,"Sudan","14.7","2016","NaN"
"14238",729,"Sudan","14.7","2017","NaN"
"15039",729,"Sudan","14.7","2018",NA
"15840",729,"Sudan","14.7","2019",NA
"781",729,"Sudan","14.b","2000",NA
"1582",729,"Sudan","14.b","2001",NA
"2383",729,"Sudan","14.b","2002",NA
"3184",729,"Sudan","14.b","2003",NA
"3985",729,"Sudan","14.b","2004",NA
"4786",729,"Sudan","14.b","2005",NA
"5587",729,"Sudan","14.b","2006",NA
"6388",729,"Sudan","14.b","2007",NA
"7189",729,"Sudan","14.b","2008",NA
"7990",729,"Sudan","14.b","2009",NA
"8791",729,"Sudan","14.b","2010",NA
"9592",729,"Sudan","14.b","2011",NA
"10393",729,"Sudan","14.b","2012",NA
"11194",729,"Sudan","14.b","2013",NA
"11995",729,"Sudan","14.b","2014",NA
"12796",729,"Sudan","14.b","2015",NA
"13597",729,"Sudan","14.b","2016",NA
"14398",729,"Sudan","14.b","2017",NA
"15199",729,"Sudan","14.b","2018","80"
"16000",729,"Sudan","14.b","2019","80"
"141",740,"Suriname","14.1","2000",NA
"942",740,"Suriname","14.1","2001",NA
"1743",740,"Suriname","14.1","2002",NA
"2544",740,"Suriname","14.1","2003",NA
"3345",740,"Suriname","14.1","2004",NA
"4146",740,"Suriname","14.1","2005","15.8"
"4947",740,"Suriname","14.1","2006","13.99"
"5748",740,"Suriname","14.1","2007","12.71"
"6549",740,"Suriname","14.1","2008","19.23"
"7350",740,"Suriname","14.1","2009","11.32"
"8151",740,"Suriname","14.1","2010","10.76"
"8952",740,"Suriname","14.1","2011","10.5"
"9753",740,"Suriname","14.1","2012","19.55"
"10554",740,"Suriname","14.1","2013","16.4"
"11355",740,"Suriname","14.1","2014","10.95"
"12156",740,"Suriname","14.1","2015","11.54"
"12957",740,"Suriname","14.1","2016","17.08"
"13758",740,"Suriname","14.1","2017","12.47"
"14559",740,"Suriname","14.1","2018","7.95"
"15360",740,"Suriname","14.1","2019","11.72"
"301",740,"Suriname","14.5","2000","74.24457"
"1102",740,"Suriname","14.5","2001","74.24457"
"1903",740,"Suriname","14.5","2002","74.24457"
"2704",740,"Suriname","14.5","2003","74.24457"
"3505",740,"Suriname","14.5","2004","74.24457"
"4306",740,"Suriname","14.5","2005","74.24457"
"5107",740,"Suriname","14.5","2006","74.24457"
"5908",740,"Suriname","14.5","2007","74.24457"
"6709",740,"Suriname","14.5","2008","74.24457"
"7510",740,"Suriname","14.5","2009","74.24457"
"8311",740,"Suriname","14.5","2010","74.24457"
"9112",740,"Suriname","14.5","2011","74.24457"
"9913",740,"Suriname","14.5","2012","74.24457"
"10714",740,"Suriname","14.5","2013","74.24457"
"11515",740,"Suriname","14.5","2014","74.24457"
"12316",740,"Suriname","14.5","2015","74.24457"
"13117",740,"Suriname","14.5","2016","74.24457"
"13918",740,"Suriname","14.5","2017","74.24457"
"14719",740,"Suriname","14.5","2018","74.24457"
"15520",740,"Suriname","14.5","2019","74.24457"
"461",740,"Suriname","14.6","2000",NA
"1262",740,"Suriname","14.6","2001",NA
"2063",740,"Suriname","14.6","2002",NA
"2864",740,"Suriname","14.6","2003",NA
"3665",740,"Suriname","14.6","2004",NA
"4466",740,"Suriname","14.6","2005",NA
"5267",740,"Suriname","14.6","2006",NA
"6068",740,"Suriname","14.6","2007",NA
"6869",740,"Suriname","14.6","2008",NA
"7670",740,"Suriname","14.6","2009",NA
"8471",740,"Suriname","14.6","2010",NA
"9272",740,"Suriname","14.6","2011",NA
"10073",740,"Suriname","14.6","2012",NA
"10874",740,"Suriname","14.6","2013",NA
"11675",740,"Suriname","14.6","2014",NA
"12476",740,"Suriname","14.6","2015",NA
"13277",740,"Suriname","14.6","2016",NA
"14078",740,"Suriname","14.6","2017",NA
"14879",740,"Suriname","14.6","2018","40"
"15680",740,"Suriname","14.6","2019","40"
"622",740,"Suriname","14.7","2000",""
"1423",740,"Suriname","14.7","2001",""
"2224",740,"Suriname","14.7","2002",""
"3025",740,"Suriname","14.7","2003",""
"3826",740,"Suriname","14.7","2004",""
"4627",740,"Suriname","14.7","2005",""
"5428",740,"Suriname","14.7","2006",""
"6229",740,"Suriname","14.7","2007",""
"7030",740,"Suriname","14.7","2008",""
"7831",740,"Suriname","14.7","2009",""
"8632",740,"Suriname","14.7","2010",""
"9433",740,"Suriname","14.7","2011","1.6099"
"10234",740,"Suriname","14.7","2012",""
"11035",740,"Suriname","14.7","2013","1.61385"
"11836",740,"Suriname","14.7","2014",""
"12637",740,"Suriname","14.7","2015","2.00103"
"13438",740,"Suriname","14.7","2016",""
"14239",740,"Suriname","14.7","2017","2.13604"
"15040",740,"Suriname","14.7","2018",NA
"15841",740,"Suriname","14.7","2019",NA
"782",740,"Suriname","14.b","2000",NA
"1583",740,"Suriname","14.b","2001",NA
"2384",740,"Suriname","14.b","2002",NA
"3185",740,"Suriname","14.b","2003",NA
"3986",740,"Suriname","14.b","2004",NA
"4787",740,"Suriname","14.b","2005",NA
"5588",740,"Suriname","14.b","2006",NA
"6389",740,"Suriname","14.b","2007",NA
"7190",740,"Suriname","14.b","2008",NA
"7991",740,"Suriname","14.b","2009",NA
"8792",740,"Suriname","14.b","2010",NA
"9593",740,"Suriname","14.b","2011",NA
"10394",740,"Suriname","14.b","2012",NA
"11195",740,"Suriname","14.b","2013",NA
"11996",740,"Suriname","14.b","2014",NA
"12797",740,"Suriname","14.b","2015",NA
"13598",740,"Suriname","14.b","2016",NA
"14399",740,"Suriname","14.b","2017",NA
"15200",740,"Suriname","14.b","2018","80"
"16001",740,"Suriname","14.b","2019","80"
"142",752,"Sweden","14.1","2000",NA
"943",752,"Sweden","14.1","2001",NA
"1744",752,"Sweden","14.1","2002",NA
"2545",752,"Sweden","14.1","2003",NA
"3346",752,"Sweden","14.1","2004",NA
"4147",752,"Sweden","14.1","2005","0.27"
"4948",752,"Sweden","14.1","2006","0.56"
"5749",752,"Sweden","14.1","2007","0.33"
"6550",752,"Sweden","14.1","2008","0.45"
"7351",752,"Sweden","14.1","2009","0.79"
"8152",752,"Sweden","14.1","2010","1.1"
"8953",752,"Sweden","14.1","2011","0.22"
"9754",752,"Sweden","14.1","2012","0.79"
"10555",752,"Sweden","14.1","2013","0.51"
"11356",752,"Sweden","14.1","2014","0.27"
"12157",752,"Sweden","14.1","2015","0.21"
"12958",752,"Sweden","14.1","2016","0.16"
"13759",752,"Sweden","14.1","2017","0.29"
"14560",752,"Sweden","14.1","2018","0.37"
"15361",752,"Sweden","14.1","2019","0.64"
"302",752,"Sweden","14.5","2000","43.64547"
"1103",752,"Sweden","14.5","2001","45.4564"
"1904",752,"Sweden","14.5","2002","47.07989"
"2705",752,"Sweden","14.5","2003","47.68445"
"3506",752,"Sweden","14.5","2004","49.47011"
"4307",752,"Sweden","14.5","2005","50.88722"
"5108",752,"Sweden","14.5","2006","51.18232"
"5909",752,"Sweden","14.5","2007","51.18232"
"6710",752,"Sweden","14.5","2008","57.16896"
"7511",752,"Sweden","14.5","2009","57.17935"
"8312",752,"Sweden","14.5","2010","57.25057"
"9113",752,"Sweden","14.5","2011","57.61946"
"9914",752,"Sweden","14.5","2012","57.83798"
"10715",752,"Sweden","14.5","2013","57.83886"
"11516",752,"Sweden","14.5","2014","58.17113"
"12317",752,"Sweden","14.5","2015","58.17778"
"13118",752,"Sweden","14.5","2016","60.75505"
"13919",752,"Sweden","14.5","2017","60.78627"
"14720",752,"Sweden","14.5","2018","60.97831"
"15521",752,"Sweden","14.5","2019","61.17438"
"462",752,"Sweden","14.6","2000",NA
"1263",752,"Sweden","14.6","2001",NA
"2064",752,"Sweden","14.6","2002",NA
"2865",752,"Sweden","14.6","2003",NA
"3666",752,"Sweden","14.6","2004",NA
"4467",752,"Sweden","14.6","2005",NA
"5268",752,"Sweden","14.6","2006",NA
"6069",752,"Sweden","14.6","2007",NA
"6870",752,"Sweden","14.6","2008",NA
"7671",752,"Sweden","14.6","2009",NA
"8472",752,"Sweden","14.6","2010",NA
"9273",752,"Sweden","14.6","2011",NA
"10074",752,"Sweden","14.6","2012",NA
"10875",752,"Sweden","14.6","2013",NA
"11676",752,"Sweden","14.6","2014",NA
"12477",752,"Sweden","14.6","2015",NA
"13278",752,"Sweden","14.6","2016",NA
"14079",752,"Sweden","14.6","2017",NA
"14880",752,"Sweden","14.6","2018","100"
"15681",752,"Sweden","14.6","2019","100"
"623",752,"Sweden","14.7","2000",""
"1424",752,"Sweden","14.7","2001",""
"2225",752,"Sweden","14.7","2002",""
"3026",752,"Sweden","14.7","2003",""
"3827",752,"Sweden","14.7","2004",""
"4628",752,"Sweden","14.7","2005",""
"5429",752,"Sweden","14.7","2006",""
"6230",752,"Sweden","14.7","2007",""
"7031",752,"Sweden","14.7","2008",""
"7832",752,"Sweden","14.7","2009",""
"8633",752,"Sweden","14.7","2010",""
"9434",752,"Sweden","14.7","2011","0.02298"
"10235",752,"Sweden","14.7","2012",""
"11036",752,"Sweden","14.7","2013","0.01781"
"11837",752,"Sweden","14.7","2014",""
"12638",752,"Sweden","14.7","2015","0.01776"
"13439",752,"Sweden","14.7","2016",""
"14240",752,"Sweden","14.7","2017","0.02017"
"15041",752,"Sweden","14.7","2018",NA
"15842",752,"Sweden","14.7","2019",NA
"783",752,"Sweden","14.b","2000",NA
"1584",752,"Sweden","14.b","2001",NA
"2385",752,"Sweden","14.b","2002",NA
"3186",752,"Sweden","14.b","2003",NA
"3987",752,"Sweden","14.b","2004",NA
"4788",752,"Sweden","14.b","2005",NA
"5589",752,"Sweden","14.b","2006",NA
"6390",752,"Sweden","14.b","2007",NA
"7191",752,"Sweden","14.b","2008",NA
"7992",752,"Sweden","14.b","2009",NA
"8793",752,"Sweden","14.b","2010",NA
"9594",752,"Sweden","14.b","2011",NA
"10395",752,"Sweden","14.b","2012",NA
"11196",752,"Sweden","14.b","2013",NA
"11997",752,"Sweden","14.b","2014",NA
"12798",752,"Sweden","14.b","2015",NA
"13599",752,"Sweden","14.b","2016",NA
"14400",752,"Sweden","14.b","2017",NA
"15201",752,"Sweden","14.b","2018","80"
"16002",752,"Sweden","14.b","2019","80"
"143",760,"Syrian Arab Republic","14.1","2000",NA
"944",760,"Syrian Arab Republic","14.1","2001",NA
"1745",760,"Syrian Arab Republic","14.1","2002",NA
"2546",760,"Syrian Arab Republic","14.1","2003",NA
"3347",760,"Syrian Arab Republic","14.1","2004",NA
"4148",760,"Syrian Arab Republic","14.1","2005",NA
"4949",760,"Syrian Arab Republic","14.1","2006",NA
"5750",760,"Syrian Arab Republic","14.1","2007",NA
"6551",760,"Syrian Arab Republic","14.1","2008","0.88"
"7352",760,"Syrian Arab Republic","14.1","2009",NA
"8153",760,"Syrian Arab Republic","14.1","2010","4.71"
"8954",760,"Syrian Arab Republic","14.1","2011","12.94"
"9755",760,"Syrian Arab Republic","14.1","2012",NA
"10556",760,"Syrian Arab Republic","14.1","2013",NA
"11357",760,"Syrian Arab Republic","14.1","2014","19.12"
"12158",760,"Syrian Arab Republic","14.1","2015",NA
"12959",760,"Syrian Arab Republic","14.1","2016","3.24"
"13760",760,"Syrian Arab Republic","14.1","2017",NA
"14561",760,"Syrian Arab Republic","14.1","2018","0.88"
"15362",760,"Syrian Arab Republic","14.1","2019",NA
"303",760,"Syrian Arab Republic","14.5","2000","0"
"1104",760,"Syrian Arab Republic","14.5","2001","0"
"1905",760,"Syrian Arab Republic","14.5","2002","0"
"2706",760,"Syrian Arab Republic","14.5","2003","0"
"3507",760,"Syrian Arab Republic","14.5","2004","0"
"4308",760,"Syrian Arab Republic","14.5","2005","0"
"5109",760,"Syrian Arab Republic","14.5","2006","0"
"5910",760,"Syrian Arab Republic","14.5","2007","0"
"6711",760,"Syrian Arab Republic","14.5","2008","0"
"7512",760,"Syrian Arab Republic","14.5","2009","0"
"8313",760,"Syrian Arab Republic","14.5","2010","0"
"9114",760,"Syrian Arab Republic","14.5","2011","0"
"9915",760,"Syrian Arab Republic","14.5","2012","0"
"10716",760,"Syrian Arab Republic","14.5","2013","0"
"11517",760,"Syrian Arab Republic","14.5","2014","0"
"12318",760,"Syrian Arab Republic","14.5","2015","0"
"13119",760,"Syrian Arab Republic","14.5","2016","0"
"13920",760,"Syrian Arab Republic","14.5","2017","0"
"14721",760,"Syrian Arab Republic","14.5","2018","0"
"15522",760,"Syrian Arab Republic","14.5","2019","0"
"463",760,"Syrian Arab Republic","14.6","2000",NA
"1264",760,"Syrian Arab Republic","14.6","2001",NA
"2065",760,"Syrian Arab Republic","14.6","2002",NA
"2866",760,"Syrian Arab Republic","14.6","2003",NA
"3667",760,"Syrian Arab Republic","14.6","2004",NA
"4468",760,"Syrian Arab Republic","14.6","2005",NA
"5269",760,"Syrian Arab Republic","14.6","2006",NA
"6070",760,"Syrian Arab Republic","14.6","2007",NA
"6871",760,"Syrian Arab Republic","14.6","2008",NA
"7672",760,"Syrian Arab Republic","14.6","2009",NA
"8473",760,"Syrian Arab Republic","14.6","2010",NA
"9274",760,"Syrian Arab Republic","14.6","2011",NA
"10075",760,"Syrian Arab Republic","14.6","2012",NA
"10876",760,"Syrian Arab Republic","14.6","2013",NA
"11677",760,"Syrian Arab Republic","14.6","2014",NA
"12478",760,"Syrian Arab Republic","14.6","2015",NA
"13279",760,"Syrian Arab Republic","14.6","2016",NA
"14080",760,"Syrian Arab Republic","14.6","2017",NA
"14881",760,"Syrian Arab Republic","14.6","2018","NaN"
"15682",760,"Syrian Arab Republic","14.6","2019","NaN"
"624",760,"Syrian Arab Republic","14.7","2000","NaN"
"1425",760,"Syrian Arab Republic","14.7","2001","NaN"
"2226",760,"Syrian Arab Republic","14.7","2002","NaN"
"3027",760,"Syrian Arab Republic","14.7","2003","NaN"
"3828",760,"Syrian Arab Republic","14.7","2004","NaN"
"4629",760,"Syrian Arab Republic","14.7","2005","NaN"
"5430",760,"Syrian Arab Republic","14.7","2006","NaN"
"6231",760,"Syrian Arab Republic","14.7","2007","NaN"
"7032",760,"Syrian Arab Republic","14.7","2008","NaN"
"7833",760,"Syrian Arab Republic","14.7","2009","NaN"
"8634",760,"Syrian Arab Republic","14.7","2010","NaN"
