"","GeoAreaCode","Country","SDG","Year","Value"
"6095",533,"Aruba","14.7","2007","NaN"
"6896",533,"Aruba","14.7","2008","NaN"
"7697",533,"Aruba","14.7","2009","NaN"
"8498",533,"Aruba","14.7","2010","NaN"
"9299",533,"Aruba","14.7","2011","NaN"
"10100",533,"Aruba","14.7","2012","NaN"
"10901",533,"Aruba","14.7","2013","NaN"
"11702",533,"Aruba","14.7","2014","NaN"
"12503",533,"Aruba","14.7","2015","NaN"
"13304",533,"Aruba","14.7","2016","NaN"
"14105",533,"Aruba","14.7","2017","NaN"
"14906",533,"Aruba","14.7","2018",NA
"15707",533,"Aruba","14.7","2019",NA
"649",533,"Aruba","14.b","2000",NA
"1450",533,"Aruba","14.b","2001",NA
"2251",533,"Aruba","14.b","2002",NA
"3052",533,"Aruba","14.b","2003",NA
"3853",533,"Aruba","14.b","2004",NA
"4654",533,"Aruba","14.b","2005",NA
"5455",533,"Aruba","14.b","2006",NA
"6256",533,"Aruba","14.b","2007",NA
"7057",533,"Aruba","14.b","2008",NA
"7858",533,"Aruba","14.b","2009",NA
"8659",533,"Aruba","14.b","2010",NA
"9460",533,"Aruba","14.b","2011",NA
"10261",533,"Aruba","14.b","2012",NA
"11062",533,"Aruba","14.b","2013",NA
"11863",533,"Aruba","14.b","2014",NA
"12664",533,"Aruba","14.b","2015",NA
"13465",533,"Aruba","14.b","2016",NA
"14266",533,"Aruba","14.b","2017",NA
"15067",533,"Aruba","14.b","2018",NA
"15868",533,"Aruba","14.b","2019",NA
"9",36,"Australia","14.1","2000",NA
"810",36,"Australia","14.1","2001",NA
"1611",36,"Australia","14.1","2002",NA
"2412",36,"Australia","14.1","2003",NA
"3213",36,"Australia","14.1","2004",NA
"4014",36,"Australia","14.1","2005","1.1"
"4815",36,"Australia","14.1","2006","1.15"
"5616",36,"Australia","14.1","2007","1.34"
"6417",36,"Australia","14.1","2008","1.8"
"7218",36,"Australia","14.1","2009","1.49"
"8019",36,"Australia","14.1","2010","1.47"
"8820",36,"Australia","14.1","2011","2.42"
"9621",36,"Australia","14.1","2012","1.84"
"10422",36,"Australia","14.1","2013","2.46"
"11223",36,"Australia","14.1","2014","2.75"
"12024",36,"Australia","14.1","2015","1.94"
"12825",36,"Australia","14.1","2016","2.06"
"13626",36,"Australia","14.1","2017","1.79"
"14427",36,"Australia","14.1","2018","2.28"
"15228",36,"Australia","14.1","2019","1.58"
"169",36,"Australia","14.5","2000","42.91707"
"970",36,"Australia","14.5","2001","43.10002"
"1771",36,"Australia","14.5","2002","44.75936"
"2572",36,"Australia","14.5","2003","45.06939"
"3373",36,"Australia","14.5","2004","45.19366"
"4174",36,"Australia","14.5","2005","45.6799"
"4975",36,"Australia","14.5","2006","46.70083"
"5776",36,"Australia","14.5","2007","48.0066"
"6577",36,"Australia","14.5","2008","48.85727"
"7378",36,"Australia","14.5","2009","53.22838"
"8179",36,"Australia","14.5","2010","53.78497"
"8980",36,"Australia","14.5","2011","56.04374"
"9781",36,"Australia","14.5","2012","58.78327"
"10582",36,"Australia","14.5","2013","61.54753"
"11383",36,"Australia","14.5","2014","61.65595"
"12184",36,"Australia","14.5","2015","61.95553"
"12985",36,"Australia","14.5","2016","63.16105"
"13786",36,"Australia","14.5","2017","63.16105"
"14587",36,"Australia","14.5","2018","63.16195"
"15388",36,"Australia","14.5","2019","63.16195"
"329",36,"Australia","14.6","2000",NA
"1130",36,"Australia","14.6","2001",NA
"1931",36,"Australia","14.6","2002",NA
"2732",36,"Australia","14.6","2003",NA
"3533",36,"Australia","14.6","2004",NA
"4334",36,"Australia","14.6","2005",NA
"5135",36,"Australia","14.6","2006",NA
"5936",36,"Australia","14.6","2007",NA
"6737",36,"Australia","14.6","2008",NA
"7538",36,"Australia","14.6","2009",NA
"8339",36,"Australia","14.6","2010",NA
"9140",36,"Australia","14.6","2011",NA
"9941",36,"Australia","14.6","2012",NA
"10742",36,"Australia","14.6","2013",NA
"11543",36,"Australia","14.6","2014",NA
"12344",36,"Australia","14.6","2015",NA
"13145",36,"Australia","14.6","2016",NA
"13946",36,"Australia","14.6","2017",NA
"14747",36,"Australia","14.6","2018","100"
"15548",36,"Australia","14.6","2019","100"
"489",36,"Australia","14.7","2000","NaN"
"1290",36,"Australia","14.7","2001","NaN"
"2091",36,"Australia","14.7","2002","NaN"
"2892",36,"Australia","14.7","2003","NaN"
"3693",36,"Australia","14.7","2004","NaN"
"4494",36,"Australia","14.7","2005","NaN"
"5295",36,"Australia","14.7","2006","NaN"
"6096",36,"Australia","14.7","2007","NaN"
"6897",36,"Australia","14.7","2008","NaN"
"7698",36,"Australia","14.7","2009","NaN"
"8499",36,"Australia","14.7","2010","NaN"
"9300",36,"Australia","14.7","2011","NaN"
"10101",36,"Australia","14.7","2012","NaN"
"10902",36,"Australia","14.7","2013","NaN"
"11703",36,"Australia","14.7","2014","NaN"
"12504",36,"Australia","14.7","2015","NaN"
"13305",36,"Australia","14.7","2016","NaN"
"14106",36,"Australia","14.7","2017","NaN"
"14907",36,"Australia","14.7","2018",NA
"15708",36,"Australia","14.7","2019",NA
"650",36,"Australia","14.b","2000",NA
"1451",36,"Australia","14.b","2001",NA
"2252",36,"Australia","14.b","2002",NA
"3053",36,"Australia","14.b","2003",NA
"3854",36,"Australia","14.b","2004",NA
"4655",36,"Australia","14.b","2005",NA
"5456",36,"Australia","14.b","2006",NA
"6257",36,"Australia","14.b","2007",NA
"7058",36,"Australia","14.b","2008",NA
"7859",36,"Australia","14.b","2009",NA
"8660",36,"Australia","14.b","2010",NA
"9461",36,"Australia","14.b","2011",NA
"10262",36,"Australia","14.b","2012",NA
"11063",36,"Australia","14.b","2013",NA
"11864",36,"Australia","14.b","2014",NA
"12665",36,"Australia","14.b","2015",NA
"13466",36,"Australia","14.b","2016",NA
"14267",36,"Australia","14.b","2017",NA
"15068",36,"Australia","14.b","2018",NA
"15869",36,"Australia","14.b","2019",NA
"10",44,"Bahamas","14.1","2000",NA
"811",44,"Bahamas","14.1","2001",NA
"1612",44,"Bahamas","14.1","2002",NA
"2413",44,"Bahamas","14.1","2003",NA
"3214",44,"Bahamas","14.1","2004",NA
"4015",44,"Bahamas","14.1","2005","0.06"
"4816",44,"Bahamas","14.1","2006","0.09"
"5617",44,"Bahamas","14.1","2007","0.07"
"6418",44,"Bahamas","14.1","2008","0.21"
"7219",44,"Bahamas","14.1","2009","0.13"
"8020",44,"Bahamas","14.1","2010","0.14"
"8821",44,"Bahamas","14.1","2011","0.11"
"9622",44,"Bahamas","14.1","2012","0.56"
"10423",44,"Bahamas","14.1","2013","0.71"
"11224",44,"Bahamas","14.1","2014","0.49"
"12025",44,"Bahamas","14.1","2015","0.38"
"12826",44,"Bahamas","14.1","2016","0.57"
"13627",44,"Bahamas","14.1","2017","1.36"
"14428",44,"Bahamas","14.1","2018","1.84"
"15229",44,"Bahamas","14.1","2019","0.91"
"170",44,"Bahamas","14.5","2000","7.0998"
"971",44,"Bahamas","14.5","2001","7.0998"
"1772",44,"Bahamas","14.5","2002","9.61514"
"2573",44,"Bahamas","14.5","2003","9.61514"
"3374",44,"Bahamas","14.5","2004","9.61514"
"4175",44,"Bahamas","14.5","2005","9.61514"
"4976",44,"Bahamas","14.5","2006","9.61514"
"5777",44,"Bahamas","14.5","2007","9.61514"
"6578",44,"Bahamas","14.5","2008","9.61514"
"7379",44,"Bahamas","14.5","2009","9.64357"
"8180",44,"Bahamas","14.5","2010","9.68879"
"8981",44,"Bahamas","14.5","2011","9.68879"
"9782",44,"Bahamas","14.5","2012","9.68964"
"10583",44,"Bahamas","14.5","2013","9.68964"
"11384",44,"Bahamas","14.5","2014","9.68964"
"12185",44,"Bahamas","14.5","2015","28.6542"
"12986",44,"Bahamas","14.5","2016","28.6542"
"13787",44,"Bahamas","14.5","2017","28.6542"
"14588",44,"Bahamas","14.5","2018","28.6542"
"15389",44,"Bahamas","14.5","2019","28.6542"
"330",44,"Bahamas","14.6","2000",NA
"1131",44,"Bahamas","14.6","2001",NA
"1932",44,"Bahamas","14.6","2002",NA
"2733",44,"Bahamas","14.6","2003",NA
"3534",44,"Bahamas","14.6","2004",NA
"4335",44,"Bahamas","14.6","2005",NA
"5136",44,"Bahamas","14.6","2006",NA
"5937",44,"Bahamas","14.6","2007",NA
"6738",44,"Bahamas","14.6","2008",NA
"7539",44,"Bahamas","14.6","2009",NA
"8340",44,"Bahamas","14.6","2010",NA
"9141",44,"Bahamas","14.6","2011",NA
"9942",44,"Bahamas","14.6","2012",NA
"10743",44,"Bahamas","14.6","2013",NA
"11544",44,"Bahamas","14.6","2014",NA
"12345",44,"Bahamas","14.6","2015",NA
"13146",44,"Bahamas","14.6","2016",NA
"13947",44,"Bahamas","14.6","2017",NA
"14748",44,"Bahamas","14.6","2018","80"
"15549",44,"Bahamas","14.6","2019","80"
"490",44,"Bahamas","14.7","2000",""
"1291",44,"Bahamas","14.7","2001",""
"2092",44,"Bahamas","14.7","2002",""
"2893",44,"Bahamas","14.7","2003",""
"3694",44,"Bahamas","14.7","2004",""
"4495",44,"Bahamas","14.7","2005",""
"5296",44,"Bahamas","14.7","2006",""
"6097",44,"Bahamas","14.7","2007",""
"6898",44,"Bahamas","14.7","2008",""
"7699",44,"Bahamas","14.7","2009",""
"8500",44,"Bahamas","14.7","2010",""
"9301",44,"Bahamas","14.7","2011","0.84384"
"10102",44,"Bahamas","14.7","2012",""
"10903",44,"Bahamas","14.7","2013","0.53238"
"11704",44,"Bahamas","14.7","2014",""
"12505",44,"Bahamas","14.7","2015","0.57008"
"13306",44,"Bahamas","14.7","2016",""
"14107",44,"Bahamas","14.7","2017",""
"14908",44,"Bahamas","14.7","2018",NA
"15709",44,"Bahamas","14.7","2019",NA
"651",44,"Bahamas","14.b","2000",NA
"1452",44,"Bahamas","14.b","2001",NA
"2253",44,"Bahamas","14.b","2002",NA
"3054",44,"Bahamas","14.b","2003",NA
"3855",44,"Bahamas","14.b","2004",NA
"4656",44,"Bahamas","14.b","2005",NA
"5457",44,"Bahamas","14.b","2006",NA
"6258",44,"Bahamas","14.b","2007",NA
"7059",44,"Bahamas","14.b","2008",NA
"7860",44,"Bahamas","14.b","2009",NA
"8661",44,"Bahamas","14.b","2010",NA
"9462",44,"Bahamas","14.b","2011",NA
"10263",44,"Bahamas","14.b","2012",NA
"11064",44,"Bahamas","14.b","2013",NA
"11865",44,"Bahamas","14.b","2014",NA
"12666",44,"Bahamas","14.b","2015",NA
"13467",44,"Bahamas","14.b","2016",NA
"14268",44,"Bahamas","14.b","2017",NA
"15069",44,"Bahamas","14.b","2018","80"
"15870",44,"Bahamas","14.b","2019","80"
"11",48,"Bahrain","14.1","2000",NA
"812",48,"Bahrain","14.1","2001",NA
"1613",48,"Bahrain","14.1","2002",NA
"2414",48,"Bahrain","14.1","2003",NA
"3215",48,"Bahrain","14.1","2004",NA
"4016",48,"Bahrain","14.1","2005","2.07"
"4817",48,"Bahrain","14.1","2006",NA
"5618",48,"Bahrain","14.1","2007",NA
"6419",48,"Bahrain","14.1","2008",NA
"7220",48,"Bahrain","14.1","2009","3.45"
"8021",48,"Bahrain","14.1","2010",NA
"8822",48,"Bahrain","14.1","2011","0.69"
"9623",48,"Bahrain","14.1","2012","12.14"
"10424",48,"Bahrain","14.1","2013","10.23"
"11225",48,"Bahrain","14.1","2014","14.76"
"12026",48,"Bahrain","14.1","2015","7.59"
"12827",48,"Bahrain","14.1","2016","2.76"
"13628",48,"Bahrain","14.1","2017","3.79"
"14429",48,"Bahrain","14.1","2018","2.53"
"15230",48,"Bahrain","14.1","2019","3.45"
"171",48,"Bahrain","14.5","2000","0"
"972",48,"Bahrain","14.5","2001","0"
"1773",48,"Bahrain","14.5","2002","0"
"2574",48,"Bahrain","14.5","2003","0"
"3375",48,"Bahrain","14.5","2004","0"
"4176",48,"Bahrain","14.5","2005","0"
"4977",48,"Bahrain","14.5","2006","0"
"5778",48,"Bahrain","14.5","2007","0"
"6579",48,"Bahrain","14.5","2008","0"
"7380",48,"Bahrain","14.5","2009","0"
"8181",48,"Bahrain","14.5","2010","0"
"8982",48,"Bahrain","14.5","2011","0"
"9783",48,"Bahrain","14.5","2012","0"
"10584",48,"Bahrain","14.5","2013","0"
"11385",48,"Bahrain","14.5","2014","0"
"12186",48,"Bahrain","14.5","2015","0"
"12987",48,"Bahrain","14.5","2016","0"
"13788",48,"Bahrain","14.5","2017","0"
"14589",48,"Bahrain","14.5","2018","0"
"15390",48,"Bahrain","14.5","2019","0"
"331",48,"Bahrain","14.6","2000",NA
"1132",48,"Bahrain","14.6","2001",NA
"1933",48,"Bahrain","14.6","2002",NA
"2734",48,"Bahrain","14.6","2003",NA
"3535",48,"Bahrain","14.6","2004",NA
"4336",48,"Bahrain","14.6","2005",NA
"5137",48,"Bahrain","14.6","2006",NA
"5938",48,"Bahrain","14.6","2007",NA
"6739",48,"Bahrain","14.6","2008",NA
"7540",48,"Bahrain","14.6","2009",NA
"8341",48,"Bahrain","14.6","2010",NA
"9142",48,"Bahrain","14.6","2011",NA
"9943",48,"Bahrain","14.6","2012",NA
"10744",48,"Bahrain","14.6","2013",NA
"11545",48,"Bahrain","14.6","2014",NA
"12346",48,"Bahrain","14.6","2015",NA
"13147",48,"Bahrain","14.6","2016",NA
"13948",48,"Bahrain","14.6","2017",NA
"14749",48,"Bahrain","14.6","2018","NaN"
"15550",48,"Bahrain","14.6","2019","NaN"
"491",48,"Bahrain","14.7","2000",""
"492",48,"Bahrain","14.7","2000","NaN"
"1292",48,"Bahrain","14.7","2001",""
"1293",48,"Bahrain","14.7","2001","NaN"
"2093",48,"Bahrain","14.7","2002",""
"2094",48,"Bahrain","14.7","2002","NaN"
"2894",48,"Bahrain","14.7","2003",""
"2895",48,"Bahrain","14.7","2003","NaN"
"3695",48,"Bahrain","14.7","2004",""
"3696",48,"Bahrain","14.7","2004","NaN"
"4496",48,"Bahrain","14.7","2005",""
"4497",48,"Bahrain","14.7","2005","NaN"
"5297",48,"Bahrain","14.7","2006",""
"5298",48,"Bahrain","14.7","2006","NaN"
"6098",48,"Bahrain","14.7","2007",""
"6099",48,"Bahrain","14.7","2007","NaN"
"6899",48,"Bahrain","14.7","2008",""
